ID,Brand,Product Name,Product Price,Purchases in Past Month,Total Reviews,AVG Rating,Gender,Date Uploaded
3122,QUINMOK,Womens Walking Shoes Non-Slip Tennis Sneakers Mesh Athletic Running Shoes,42.98,0,189,4.3,Women's,2023-10-31
3123,adidas,womens Terrex Soulstride Flow Gore-tex®,169.95,0,0,0,Women's,2023-10-31
3124,Salomon,Men's Running Shoe,159.95,0,4,4.2,Women's,2023-10-31
3125,Merrell,J067040 Womens Running Shoes Trail Glove 6 Fuschia US Size 8.5M,0,0,6,3.9,Women's,2023-10-31
3126,Merrell,Women's Bohemian Boat Shoe,108.71,0,57,4.5,Women's,2023-10-31
3127,ASICS,Women's Gel-Jog MC Sportstyle Shoes,69.9,0,28,4.4,Women's,2023-10-31
3128,Salomon,Women's Sonic 5 Balance W Trail Running Shoe,116.76,0,10,4.2,Women's,2023-10-31
3129,Saucony,"Women's Excursion Tr15, Black/Mint/Yellow, 9 M",49.95,0,1,5,Women's,2023-10-31
3130,Saucony,Women's Excursion TR14 Black/Purple Running Shoe 7.5 M US,0,0,23,4.7,Women's,2023-10-31
3131,THE NORTH FACE,Women's Low-Top Trail Running Shoe,93.75,0,4,4.1,Women's,2023-10-31
3132,New Balance,Women's 410v8 Trail Running Shoe,88.35,0,0,0,Women's,2023-10-31
3133,On,Women's Modern,146.52,0,16,3.6,Women's,2023-10-31
3134,Saucony,"Women's Excursion TR15 Trail Running Shoe, Alloy Black, 9.5 M",48.95,0,1,2,Women's,2023-10-31
3135,Merrell,Antora 3 Leopard Sepia Leopard 6.5 M,70.93,0,0,0,Women's,2023-10-31
3136,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Magnet/Cyber Jade/Electric Purple, 10 Wide",69.95,0,0,0,Women's,2023-10-31
3137,Saucony,"Women's Excursion Tr15, Black/Purple/Yellow, 7.5 M",49.85,0,2,5,Women's,2023-10-31
3138,VJ,Shoes XTRM 2 OCR Shoes - Trail Running Shoes Women and Mens with a Full Length Rock Plate - Made for Rocky and Technical Mountain Trails and Obstacle Course Races,170,0,7,3.9,Women's,2023-10-31
3139,Nike,Women's Metcon 5 Training Shoe,119.88,0,657,4.6,Women's,2023-10-31
3140,Salomon,Women's Speedcross 4 GORE-TEX Trail Running Shoes,119.99,0,4972,4.6,Women's,2023-10-31
3141,KEIAHUAN,Womens Casual Fashion Flats Lightweight Running Shoes Breathable Gym Jogging Sneakers Non Slip Tennis Shoes Fashion Trendy,25.99,0,0,0,Women's,2023-10-31
3142,Fila,Women's Oakmont Tr Sneaker,0,0,775,4.6,Women's,2023-10-31
3143,ocmogic,Alien Shoes for Women Men Running Walking Tennis Lightweight Sneakers UFO Space Shoes Gifts for Women Men,58.97,0,0,0,Women's,2023-10-31
3144,MBT,MTR-1500 Trainer Running Shoes for Women in Size 10 Black,231.95,0,0,0,Women's,2023-10-31
3145,Nike,"Women's Pegasus Trail 3 Running Shoes, Light Soft Pink/Aluminum, 8 M US",105.92,0,2,3.4,Women's,2023-10-31
3146,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Black/Pink Sand, 8 Wide",69.95,0,3,3.8,Women's,2023-10-31
3147,Saucony,"Women's Excursion Tr15, Black/Mint/Yellow, 8.5 M",49.95,0,0,0,Women's,2023-10-31
3148,Merrell,J067040 Womens Running Shoes Trail Glove 6 Fuschia US Size 7M,99.95,0,7,5,Women's,2023-10-31
3149,Topo Athletic,"Women's Ultraventure 2 Comfortable Lightweight 5MM Drop Trail Running Shoes, Athletic Shoes for Trail Running",99.95,0,165,4.4,Women's,2023-10-31
3150,Columbia,Women's Hatana Max Outdry Hiking Shoe,79.46,0,169,4.4,Women's,2023-10-31
3151,TSIODFO,Women Sport Running Shoes Gym Jogging Walking Sneakers,19.99,0,3860,4,Women's,2023-10-31
3152,CIOR,"Women's Men's Cross Training Shoes - Minimalist Barefoot Running Shoes - Zero Drop, Wide Toe, Lightweight & Comfortable",20.99,0,1,5,Women's,2023-10-31
3153,Nike,Women's Tanjun Running Shoes,75.97,0,20032,4.5,Women's,2023-10-31
3154,Makodax,Womens Walking Shoes Non Slip Sneakers Comfortable Tennis Running Shoes,42.99,0,636,4.3,Women's,2023-10-31
3155,Saucony,"Women's Excursion Tr15, Black/Mint/Yellow, 10 M",49.95,0,0,0,Women's,2023-10-31
3156,La Sportiva,Jackal II Trail Running Shoe - Women's,164.95,0,2,4.5,Women's,2023-10-31
3157,Xero Shoes,womens Z-trail Ev,79.95,0,199,4.3,Women's,2023-10-31
3158,adidas,Women's Terrex Ax4 Sneaker,0,0,464,4.2,Women's,2023-10-31
3159,Saucony,"Women's Excursion Tr15, Black/Mint/Yellow, 8 M",49.95,0,0,0,Women's,2023-10-31
3160,New Balance,"Women's Fresh Foam Hierro V6 Trail Running Shoe, Black/Night Tide, 9.5",134.66,0,4,4.6,Women's,2023-10-31
3161,Saucony,Women's Peregrine 11 GTX Trail Running Shoe,92.99,0,79,4,Women's,2023-10-31
3162,Saucony,Women's Excursion TR14 Grey/Orange Running Shoe 6 M US,49.95,0,0,0,Women's,2023-10-31
3163,New Balance,"Women's Fresh Foam Hierro V6 Trail Running Shoe, Black/Night Tide, 8",134.66,0,7,4.1,Women's,2023-10-31
3164,adidas,Women's Terrex Voyager 21 Travel Shoes Trail Running,80.99,0,48,4.4,Women's,2023-10-31
3165,Icebug,Womens Arcus RB9X Road Running Shoe with Traction Sole,0,0,0,0,Women's,2023-10-31
3166,New Balance,"Women's Fresh Foam 510 V6 Trail Running Shoe, Magnet/Phantom/Cosmic Jade, 6.5 Wide",63.1,0,2,4.4,Women's,2023-10-31
3167,adidas,Women's Response Trail X Running Shoe,52.5,0,340,3.8,Women's,2023-10-31
3168,Saucony,Women's Excursion TR14 Grey/Orange Running Shoe 7 M US,44.95,0,6,4.3,Women's,2023-10-31
3169,CORE,Trail Running Shoes - Water Resistant Hiking Running Shoes for Outdoor Sports - Breathable Lightweight Sports Running Shoes for Men and Women,29,0,8,3.6,Women's,2023-10-31
3170,Joomra,Women's Minimalist Trail Running Barefoot Shoes | Wide Toe Box | Zero Drop,41.99,50,20521,4.3,Women's,2023-10-31
3171,Weweya,Barefoot Shoes for Women Minimalist Running Cross Training Shoe,39.99,0,2346,4.1,Women's,2023-10-31
3172,Fetgrhi,Women's Running Shoes Sport Athletic Tennis Walking Shoes Breathable Fashion Sneakers,29.9,0,40,4.2,Women's,2023-10-31
3173,Saucony,Women's Excursion TR14 Grey/Orange Running Shoe 7 M US,44.95,0,6,4.3,Women's,2023-10-31
3174,Nike,Air Zoom Terra Kiger 7,0,0,23,4.5,Women's,2023-10-31
3175,Generic,Autism Shoes for Women Men Running Sneakers Lightweight Sports Walking Tennis Golf Shoes Gifts for Boy Girl,59.99,0,0,0,Women's,2023-10-31
3176,ASICS,Women's Gel-Kinsei Blast Running Shoes,180,0,212,4.5,Women's,2023-10-31
3177,earthinglife,Barefoot Minimalist Shoe for Women Men Lightweight Running Slip On | Zero Drop Sole | Wide Toe Box Trail Runner,35.99,0,19,4.1,Women's,2023-10-31
3178,Salomon,Women's Predict Soc 2 Running Shoes,103.9,0,104,4.2,Women's,2023-10-31
3179,Karhu,Women's Ikoni Trail Running Shoe,155,0,13,4.8,Women's,2023-10-31
3180,SCARPA,Men's Golden Gate ATR GTX Waterproof Gore-Tex Trail Shoes for Trail Running and Hiking,0,0,4,4.7,Women's,2023-10-31
3181,ALTRA,Footwear Olympus 4 Navy/Light Blue 6 B (M),161.45,0,2,5,Women's,2023-10-31
3182,Nuofado,Men Women Slip on Sport Trail Running Athletic Blade Sneakers Walking Shoes Tennis Shoes,39.99,0,0,0,Women's,2023-10-31
3183,vogiant,"American Flag Shoes Women Trainer Sport Running Shoes Casual Lightweight Tennis Walking Sneakers Gifts for Her,Him",59.99,0,0,0,Women's,2023-10-31
3184,Merrell,Men's Walking Slippers,44.95,0,750,4.4,Women's,2023-10-31
3185,Nike,Women's React Terra Kiger 9 Trail Running Shoes,148.54,0,0,0,Women's,2023-10-31
3186,adidas,"Terrex SOULSTRIDE Flow GTX Men's, Grey, Size 15",169.95,0,0,0,Women's,2023-10-31
3187,Karhu,Women's Ikoni Trail WR - Water Resistant Trail Running Shoes for Smooth & Efficient Runs - Perfect for an Active Adventurous Lifestyle,160,0,2,4.5,Women's,2023-10-31
3188,Merrell,Nova 3 Rainbow Rainbow 8.5 M,98.16,0,0,0,Women's,2023-10-31
3189,Saucony,"Women's Excursion TR15 Trail Running Shoe, Alloy Black, 7 M",47.01,0,5,4.2,Women's,2023-10-31
3190,Inov-8,Women's Trailfly Ultra G 280 Ultra Running Trail ShoeRed/Burgundy - 10.5,0,0,0,0,Women's,2023-10-31
3191,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Magnet/Cyber Jade/Electric Purple, 5",51.55,0,0,0,Women's,2023-10-31
3192,Vibram,Women's V-Train Grey/Black/Aqua Cross Trainer,122.91,0,402,4.2,Women's,2023-10-31
3193,Vibram,"Women's Five Fingers, KSO EVO Crosstraining Sneaker",79.55,0,3498,3.9,Women's,2023-10-31
3194,New Balance,"Women's Fresh Foam X Hierro V1 Mid-Cut Trail Running Shoe, Timberwolf/Dusted Clay, 8 Wide",99.96,0,2,4,Women's,2023-10-31
3195,Craft,Sportswear Women's CTM Ultra Trail Running Shoe,89.94,0,1,5,Women's,2023-10-31
3196,Salomon,Women's Outbound Prism Hiking Shoes Trail Running,58.42,0,34,4.2,Women's,2023-10-31
3197,Craft,Sportswear Women's ADV Nordic Speed 2 Trail Running Shoe,104.99,0,10,4,Women's,2023-10-31
3198,Mammut,Women's Jogging Trail Running Shoe,149.46,0,12,4.7,Women's,2023-10-31
3199,Salomon,Women's Patrol Hiking Shoes Trail Running,69.68,0,44,4.3,Women's,2023-10-31
3200,adidas,Women's Terrex Soulstride Rain.rdy Trail Running Shoes,76.33,0,36,3.9,Women's,2023-10-31
3201,ocmogic,Thanksgiving Shoes for Women Men Running Walking Tennis Sneakers Lightweight Athletic Shoes Gifts for Men Women,58.97,0,0,0,Women's,2023-10-31
3202,Columbia,Women's Hatana Rectrek Hiking Shoe,65,0,0,0,Women's,2023-10-31
3203,Salomon,"Women's Low Rise Hiking Shoes, Multicolor Magnet Black Mineral, 8.5 UK",86.28,0,4,4,Women's,2023-10-31
3204,Saucony,Women's Aura Tr GTX Hiking Shoe,109.95,0,0,0,Women's,2023-10-31
3205,La Sportiva,Women's Wildcat Trail Running Shoe,143.99,0,149,4.4,Women's,2023-10-31
3206,Saucony,"Women's Excursion Tr15, Black/Mint/Yellow, 11 M",49.95,0,0,0,Women's,2023-10-31
3207,Vivobarefoot,Womens Primus Trail III All Weather FG Textile Synthetic Trainers,148.67,0,0,0,Women's,2023-10-31
3208,StoneLiquid,"Bronoir Barefoot Shoes, Step Barefoot Shoes, BareStep Active Shoes Men Fivefinger Toe Shoes Men Women Trail Running Shoes",19.88,0,0,0,Women's,2023-10-31
3209,Xero Shoes,Women's Mesa Trail Running Shoe - Lightweight Barefoot Trail Runner,124.99,0,197,4.2,Women's,2023-10-31
3210,Merrell,Women's Wrapt Sneaker,122.99,0,5,4.3,Women's,2023-10-31
3211,ASICS,womens Gel-cumulus® 25 Trail,149.5,0,0,0,Women's,2023-10-31
3212,adidas,Terrex Swift R3 GTX®,108.77,0,19,4.2,Women's,2023-10-31
3213,Saucony,Women's Peregrine Ice+ 3 Sneaker,0,0,1,5,Women's,2023-10-31
3214,Columbia,Men's Montrail F.K.T,80.17,0,88,4.4,Women's,2023-10-31
3215,Saucony,Women's Excursion TR14 Grey/Orange Running Shoe 7.5 M US,46.95,0,7,4.6,Women's,2023-10-31
3216,WELRUNG,Unisex's Professional Training Non-Slip Trail Running Spike Athletic Track & Field Shoes,54.9,0,7,3.4,Women's,2023-10-31
3217,Saucony,Women's Excursion TR14 Dark Grey/Hot Pink Running Shoe 10.5 M US,39.95,0,4,3.4,Women's,2023-10-31
3218,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Light Arctic Grey/Honeycomb/Twilight, 6.5 Wide",69.95,0,2,3.3,Women's,2023-10-31
3219,adidas,Women's Outdoor Terrex Tracerocker Trail Running Shoes,95.44,0,51,3.8,Women's,2023-10-31
3220,Saucony,Women's Excursion TR14 Grey/Orange Running Shoe 8.5 M US,46.95,0,10,4.4,Women's,2023-10-31
3221,CORE,Trail Running Shoes - Water Resistant Hiking Running Shoes for Outdoor Sports - Breathable Lightweight Sports Running Shoes for Men and Women,29,0,8,3.6,Women's,2023-10-31
3222,Joomra,Women's Minimalist Trail Running Barefoot Shoes | Wide Toe Box | Zero Drop,41.99,50,20521,4.3,Women's,2023-10-31
3223,Fetgrhi,Women's Running Shoes Sport Athletic Tennis Walking Shoes Breathable Fashion Sneakers,29.9,0,40,4.2,Women's,2023-10-31
3224,Weweya,Barefoot Shoes for Women Minimalist Running Cross Training Shoe,39.99,0,2346,4.1,Women's,2023-10-31
3225,Saucony,Women's Excursion TR14 Grey/Orange Running Shoe 8.5 M US,46.95,0,10,4.4,Women's,2023-10-31
3226,Wanyint,Women Men's Sneakers Walking Running Shoes Tennis Shoes Breathable and Non Slip Casual Shoe,25.99,0,1,4,Women's,2023-10-31
3227,Brooks,Women's Stroke Running Shoe,68.98,0,345,4.4,Women's,2023-10-31
3228,SAGUARO,Women's Men's Barefoot Shoes Minimalist Trail Running Shoes Walking | Wide Toe Box | Outdoor Cross Trainer | Zero Drop Sole,19.99,0,1045,4.3,Women's,2023-10-31
3229,ZHOUXINGB,Flip Flop in for Women Women's Air 1 Crater Casual Shoes Up Mesh Fashion Shoes Lace Loafers Breathable Casual Women's Women's Casual Shoes Casual Toddler Boy Women Dress Shoes for Business Casual,19.39,0,0,0,Women's,2023-10-31
3230,Ryka,Women's Summit Trail Sneaker,41.99,0,124,4,Women's,2023-10-31
3231,Korkers,Women's All Axis Shoe - All Terrain Warm Weather Performance Water Shoe,129.99,0,0,0,Women's,2023-10-31
3232,ASICS,Women's GT-2000 3 Trail Running Shoe,54.95,0,913,4.5,Women's,2023-10-31
3233,Saucony,Women's Canyon Tr Trail Running Shoe,63.07,0,169,4.5,Women's,2023-10-31
3234,Brooks,Women's Cascadia 15 Trail Running Shoe - Nocturne/Zinfandel/Black - 7 Medium,104.91,0,16,4.3,Women's,2023-10-31
3235,Salomon,Women's Xa Pro Hiking Shoe,149.95,0,104,4.5,Women's,2023-10-31
3236,adidas,Speed Ultra Trail Running Shoes Women's,79.5,0,16,4.1,Women's,2023-10-31
3237,Sonzj-II,Unisex Puerto Rico Shoes Fashion Men Women Lightweight Breathable Puerto Rican Running Sneaker,59.99,0,0,0,Women's,2023-10-31
3238,adidas,"Womens Duramo Cross Hiking Shoes, Size: 8 B(M) US Womens, Color: Vivid Mint/Black/Power Teal",89.95,0,1,4,Women's,2023-10-31
3239,Sonzj-II,Christmas Shoes for Women Men Lightweight Walking Running Shoes Outdoor Fashion Sneakers,59.99,0,0,0,Women's,2023-10-31
3240,La Sportiva,"Womens Ultra Raptor II GTX Trail Running Shoes, Red Plum/Carbon, 10",130.06,0,0,0,Women's,2023-10-31
3241,Saucony,Excursion TR14 Gravel/Storm 11 E - Wide,49.95,0,14,4.2,Women's,2023-10-31
3242,Oranginer,Women's Barefoot Shoes - Wide Toe Box - Zero Drop - Minimalist Shoes,25.99,0,1042,4.2,Women's,2023-10-31
3243,Nike,Women's Low-Top Sneakers,121,0,1,2,Women's,2023-10-31
3244,Dynafit,"Ultra 50 Graphic Trail Running Shoes - Women's, Blueberry/Fluo Coral, 08-0000064083-3019-8",104.96,0,0,0,Women's,2023-10-31
3245,Saucony,"Women's Excursion TR15 Trail Running Shoe, Alloy Black, 10.5 M",48.95,0,0,0,Women's,2023-10-31
3246,Saucony,"Women's Excursion Tr15, Black/Mint/Yellow, 6 M",49.95,0,0,0,Women's,2023-10-31
3247,Columbia,Women's Montrail Trinity Ag Trail Running Shoe,67.07,0,8,4.5,Women's,2023-10-31
3248,Inov-8,Inov8 Roclite 305 GTX Women's Trail Running Shoes - SS17,34.95,0,55,4.2,Women's,2023-10-31
3249,Nike,Men's Low-top Sneakers,49.99,0,1492,4.4,Women's,2023-10-31
3250,Merrell,"J067040 Womens Running Shoes Trail Glove 6 Fuschia US Size 7.5M, 7.5",99.94,0,4,5,Women's,2023-10-31
3251,New Balance,Women's FuelCell Summit Unknown V3 Trail Running Shoe,0,0,18,4.1,Women's,2023-10-31
3252,Nike,Women's Stroke Running Shoe,189.99,0,117,4.3,Women's,2023-10-31
3253,Sonzj-II,Christmas Shoes Womens Fashion Casual Shoes Mens Breathable Trail Running Sneakers for Girl Boy,59.99,0,0,0,Women's,2023-10-31
3254,Saucony,Excursion TR14 Gravel/Storm 10.5 E - Wide,49.95,0,13,4.1,Women's,2023-10-31
3255,Xero Shoes,Z-Trail - Women's Lightweight Hiking and Running Sandal - Barefoot-Inspired Minimalist Trail Sport Sandals,79.99,0,63,4.3,Women's,2023-10-31
3256,Saucony,"Women's Excursion Tr15, Black/Mint/Yellow, 10.5 M",49.95,0,0,0,Women's,2023-10-31
3257,Nike,womens Wmns Nike Wildhorse 7,119.99,0,27,4.8,Women's,2023-10-31
3258,Merrell,Women's Agility Synthesis 2 Sneaker,61,0,63,4.5,Women's,2023-10-31
3259,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Light Arctic Grey/Honeycomb/Twilight, 8.5 Wide",62.66,0,5,4.3,Women's,2023-10-31
3260,Sonzj-II,"Marijuana Print Pot Leaf Weed Shoes - Men Women Lightweight Breathable Cannabis Running Sneakers, Sport Athletic Tennis Shoes, Stoner Gift",59.99,0,1,2,Women's,2023-10-31
3261,Salomon,M XA PRO 3D V9,140.8,0,5,4.4,Women's,2023-10-31
3262,adidas,Women's Terrex Agravic BOA Trail Running Shoe,119.95,0,44,4.8,Women's,2023-10-31
3263,Mizuno,Men's Trail Running Shoe,99.13,0,5,4.7,Women's,2023-10-31
3264,Salomon,Women's X-Ultra Shoe,140.3,0,1387,4.4,Women's,2023-10-31
3265,Merrell,Trail Glove 7,103.25,0,16,3.9,Women's,2023-10-31
3266,Drymax,Lite Trail Running Speedgoat Crew 3-Pack,54,0,2,4.6,Women's,2023-10-31
3267,ASICS,Women's Gel-Sonoma 3 Running Shoes,68.49,0,794,4.4,Women's,2023-10-31
3268,La Sportiva,Bushido II GTX Running Shoe - Women's Carbon/Mist 40,136.33,0,0,0,Women's,2023-10-31
3269,ASICS,Trabuco Max Black/Blazing Coral 9 B (M),104.96,0,3,5,Women's,2023-10-31
3270,dosidolo,"Bronoir Barefoot Shoes, Bronoir Air Barefoot Shoes, Barefoot Running Shoes, Minimalist Trail Runner Training Shoes, Beach Outdoor Shoes, All Black Tennis Shoes for Women Men",17.68,0,0,0,Women's,2023-10-31
3271,Inov-8,Women's Trailfly Ultra G 280 Shoes,67.65,0,0,0,Women's,2023-10-31
3272,Merrell,Men's Running Trekking Shoes,124.95,0,5,4.4,Women's,2023-10-31
3273,CORE,Trail Running Shoes - Water Resistant Hiking Running Shoes for Outdoor Sports - Breathable Lightweight Sports Running Shoes for Men and Women,29,0,8,3.6,Women's,2023-10-31
3274,CAMELSPORTS,Women's Hiking Shoes Breathable Trail Running Shoes Non-Slip Lightweight Outdoor Sneakers for Trekking Walking,59.99,0,51,4,Women's,2023-10-31
3275,Merrell,Women's Alverstone Hiking Shoe,40.5,100,1076,4.5,Women's,2023-10-31
3276,adidas,Women's Ultraboost 23 Running Shoe,95,0,67,4.3,Women's,2023-10-31
3277,Skechers,Women's Go Run Trail Altitude-Mesh Low Top Hiking Shoe,0,0,97,4.5,Women's,2023-10-31
3278,Danner,"Women's Trail 2650 Campo 3"" Outdoor Shoe",60.8,0,2,3.4,Women's,2023-10-31
3279,SAMEVE,Trail Running Shoes Men Wide Running Shoes for Men Cross Country Shoes Men Big and Tall Men Hiking Shoes,62.88,0,0,0,Women's,2023-10-31
3280,Merrell,MQM 3,120,0,12,2.9,Women's,2023-10-31
3281,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Magnet/Cyber Jade/Electric Purple, 8 Wide",69.95,0,6,3.9,Women's,2023-10-31
3282,Saucony,Women's Excursion TR14 Dark Grey/Hot Pink Running Shoe 9 M US,39.95,0,16,4.2,Women's,2023-10-31
3283,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Shadow Grey/Castlerock/Cosmic Rose, 9 Wide",71.39,0,0,0,Women's,2023-10-31
3284,Generic,Breast Cancer Awareness Shoes Women Fashion Running Sneakers Breathable Casual Sport Tennis Shoes,59.99,0,0,0,Women's,2023-10-31
3285,Allrounder by Mephisto,"Women's Trail-Tex Sneaker, Periscope, 8",158.9,0,0,0,Women's,2023-10-31
3286,La Sportiva,Jackal GTX - Women's,124.5,0,2,5,Women's,2023-10-31
3287,Sonzj-II,"St Patricks Day Shoes for Womens Mens Walking Tennis Running Sneakers St Patricks Print Shoes Gifts for Her,Him",59.99,0,0,0,Women's,2023-10-31
3288,Salomon,Women's Quest Element Gore-tex Trail Running Shoe,164.41,0,2,3,Women's,2023-10-31
3289,Salomon,"womens Hiking Shoes,running Shoes",140,0,1,5,Women's,2023-10-31
3290,Merrell,"womens Trail Glove 5 Sneaker, Black, 10 US",104.56,0,86,3.9,Women's,2023-10-31
3291,Limberun,Womens Mens Water Shoes Swim Beach Shoes,25.98,0,95,4,Women's,2023-10-31
3292,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Black/Pink Sand, 9.5 Wide",69.95,0,4,3.7,Women's,2023-10-31
3293,Saucony,Womens Peregrine 12 St Trail Running Shoe,0,0,19,3.7,Women's,2023-10-31
3294,Inov-8,"INOV-8 Women Roclite G 275, Color: Teal/Navy, Size: 8 (000807-TLNY-M-01-8)",77.5,0,1,2,Women's,2023-10-31
3295,Salomon,Speedcross 6 Quiet Shade/Black/Pearl Blue 10.5 E - Wide,144.95,0,2,5,Women's,2023-10-31
3296,Skechers,Women's Max Cushioning Elite Trail Navy/Turquoise 7.5 B,39.95,0,0,0,Women's,2023-10-31
3297,Five Ten,Freerider Pro,126.08,0,0,0,Women's,2023-10-31
3298,Spyder,Women's Casual and Fashion Sneakers,0,0,5,4.7,Women's,2023-10-31
3299,Saucony,Women's Xodus 11 Trail Running Shoe,107.99,0,77,4.5,Women's,2023-10-31
3300,Sonzj-II,Christmas Shoes Women Running Shoes Men Lightweight Walking Sneakers Mesh Athletic Sport Shoes,59.99,0,0,0,Women's,2023-10-31
3301,THE NORTH FACE,Women's Truckee Hiking Shoe,98.95,0,214,4.6,Women's,2023-10-31
3302,adidas,Women's Terrex Ax4 Gore-tex Hiking Shoes Sneaker,77.34,0,2,5,Women's,2023-10-31
3303,Le Bent,"Lucy Ultra Light 3/4 Crew Trail Merino Wool Sock for Trail Running, Road Running, and Hiking",24,0,8,5,Women's,2023-10-31
3304,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Shadow Grey/Castlerock/Cosmic Rose, 10 Wide",69.62,0,0,0,Women's,2023-10-31
3305,adidas,Skychaser Gore-TEX 2.0 Hiking Shoes Women's,128.74,0,38,4.1,Women's,2023-10-31
3306,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Black/Pink Sand, 12",69.95,0,1,4,Women's,2023-10-31
3307,Sonzj-II,Love Heart Shoes Valentines Day Gift Women Men Running Shoes Casual Walking Tennis Sneakers Gift for Her,59.99,0,0,0,Women's,2023-10-31
3308,La Sportiva,"Women's Camping & Hiking Trail Running Shoes, 7 AU",152.99,0,18,3.4,Women's,2023-10-31
3309,HOKA ONE ONE,Women's Low Neck,0,0,586,4.5,Women's,2023-10-31
3310,adidas,Women's Terrex Speed Ultra Trail Running Shoe,0,0,26,4.3,Women's,2023-10-31
3311,Inov-8,Men's Roclite G 290 V2 Lightweight Graphene G-Grip Trail Running Shoes,71,0,144,4.5,Women's,2023-10-31
3312,ASICS,Women's Trail Scout Running Shoes,94.94,0,406,4.2,Women's,2023-10-31
3313,Merrell,womens Trail Glove 5,0,0,151,4.2,Women's,2023-10-31
3314,SCARPA,Women's Rush GTX Waterproof Gore-Tex Shoes for Hiking and Trail Running - Blue/Fuxia - 8.5-9,108.94,0,0,0,Women's,2023-10-31
3315,New Balance,"Women's DynaSoft Nitrel V5 Trail Running Shoe, Light Arctic Grey/Honeycomb/Twilight, 10",69.09,0,9,4.1,Women's,2023-10-31
3316,Merrell,Women's Trail Glove 5 Black/Black Sneaker 11 M US,0,0,6,5,Women's,2023-10-31
3317,Under Armour,Women's Charged Bandit Trail Sneaker,48.09,0,559,4.4,Women's,2023-10-31
3318,lodaden,Wolf Design Shoes Mens Womens Running Sneakers Comfortable Casual Tennis Walking Shoes Gifts for Friends,0,0,1,5,Women's,2023-10-31
3319,Nike,"Women's Wildhorse 7 Trail Running Shoe, Purple Pulse/Venice, 8 US",0,0,3,4.2,Women's,2023-10-31
3320,Merrell,"womens Trail Glove 5 Sneaker, Black, 6 US",0,0,38,4,Women's,2023-10-31
3321,Merrell,Women's Mag-9 Sneaker,84.71,0,178,3.8,Women's,2023-10-31
3322,Hoka One,"Women's Running Shoes, Blue Coral Camellia",239,0,2,3.5,Women's,2023-10-31
3323,SCARPA,Women's Rush Shoes for Hiking and Trail Running,75.36,0,4,4.5,Women's,2023-10-31
3324,Sonzj-II,Christmas Shoes Women Running Shoes Men Lightweight Walking Sneakers Mesh Athletic Sport Shoes,59.99,0,0,0,Women's,2023-10-31
3325,CORE,Trail Running Shoes - Water Resistant Hiking Running Shoes for Outdoor Sports - Breathable Lightweight Sports Running Shoes for Men and Women,29,0,8,3.6,Women's,2023-10-31
3326,HOBIBEAR,Wide-Toe-Box Barefoot Shoes for Mens Womens Minimalist Breathable Comfortable Trail Running Walking Shoes,39.99,0,143,4.3,Women's,2023-10-31
3327,Joomra,Women's Minimalist Trail Running Barefoot Shoes | Wide Toe Box | Zero Drop,41.99,50,20521,4.3,Women's,2023-10-31
3328,Fetgrhi,Women's Running Shoes Sport Athletic Tennis Walking Shoes Breathable Fashion Sneakers,29.9,0,40,4.2,Women's,2023-10-31
3329,Sonzj-II,Christmas Shoes Women Running Shoes Men Lightweight Walking Sneakers Mesh Athletic Sport Shoes,59.99,0,0,0,Women's,2023-10-31
3330,Salomon,Women's Alphacross 4 Gore-tex Trail Running Shoe,106.85,0,13,3,Women's,2023-10-31
3331,Salomon,Women's Trail Track and Field Shoe,77.48,0,0,0,Women's,2023-10-31
3332,Saucony,Excursion TR14 Gravel/Storm 11.5 E - Wide,49.95,0,7,4.1,Women's,2023-10-31
3333,Sonzj-II,Transgender Flag Shoes Mens Womens Trans Pride Running Shoes LGBTQ+ Athletic Casual Tennis Sneakers,59.99,0,0,0,Women's,2023-10-31
3334,Sonzj-II,Rastafarian Shoes Men Women Running Sneakers Breathable Casual Sport Tennis Shoes Gift for Rasta Reggae Fans,59.99,0,2,5,Women's,2023-10-31
3335,ALTRA,"Men's AL0A82CD Torin 7 Road Running Shoe, Blue - 9 M US",149.95,0,0,0,Women's,2023-10-31
3336,ASICS,Women's Gel-Quantum 180 VII Sportstyle Shoe,74.95,0,37,4.4,Women's,2023-10-31
3337,Saucony,Women's Excursion TR14 Sky/Coral Running Shoe 10 W US,42.34,0,13,4.4,Women's,2023-10-31
3338,Generic,Men's Women's American Flag Sneakers Fashion Casual Slip on Walking Shoes Lightweight Breathable Running Sneaker,59.99,0,0,0,Women's,2023-10-31
3339,Unybwonn,"Men's & Women's Fashion Sneakers, Comfortable Air Cushion Sole Sport Sneakers, Casual Mesh Breathable Running Walking Shoes",28.99,0,0,0,Women's,2023-10-31
3340,Ryka,"Women's, Kenai Hiking Shoe",144.99,0,3,4.4,Women's,2023-10-31
